id,reference
842,66.6282
843,28.7561
844,82.4121
845,80.9491
846,79.0285
847,69.3333
848,18.5105
849,58.5644
850,80.4329
851,39.3503
852,82.0825
853,48.332
854,25.9447
855,35.5206
856,31.066
857,47.0735
858,38.0743
859,42.3467
860,77.2822
861,45.0418
862,37.0823
863,38.1664
864,52.7466
865,32.6648
866,35.1186
867,21.3169
868,32.9301
869,68.6514
870,75.8954
871,61.4561
872,81.4001
873,26.9151
874,32.4694
875,31.2491
876,83.8498
877,10.2104
878,81.6877
879,51.5714
880,34.5994
881,59.9004
882,79.9909
883,48.2939
884,34.3796
885,36.2874
886,29.1281
887,38.3132
888,78.5603
889,1.48568
890,42.4603
891,59.3791
892,67.6335
893,40.4208
894,87.2972
895,75.9482
896,19.0831
897,74.5848
898,45.346
899,-0.740892
900,50.9188
901,40.0192
902,40.2226
903,32.3128
904,88.5709
905,33.2569
906,38.3755
907,47.5258
908,31.6576
909,49.4035
910,55.6826
911,27.4482
912,76.8562
913,78.636
914,83.4205
915,25.4526
916,43.432
917,47.2775
918,80.6151
919,13.7845
920,60.9022
921,37.6799
922,40.1124
923,34.8879
924,1.13229
925,13.0888
926,37.9625
927,57.2319
928,17.0656
929,36.9991
930,55.9545
931,64.9564
932,74.9951
933,5.58158
934,13.8316
935,54.5591
936,29.4535
937,55.5325
938,30.4633
939,50.7229
940,29.1392
941,81.3464
942,79.6606
943,23.4404
944,43.793
945,47.3118
946,41.814
947,8.73606
948,85.2434
949,53.4654
950,29.4609
951,24.8275
952,31.4959
953,50.1299
954,59.9816
955,41.0469
956,72.3407
957,38.5353
958,53.5669
959,45.9461
960,58.1287
961,37.5278
962,38.4715
963,32.4595
964,69.0448
965,40.4669
966,12.5554
967,53.6135
968,54.1753
969,30.2941
970,79.5865
971,83.6715
972,14.8181
973,78.3765
974,58.1476
975,63.5989
976,64.0574
977,52.0277
978,37.9072
979,36.3016
980,38.3995
981,82.0891
982,79.3008
983,83.9639
984,82.5189
985,57.35
986,71.7825
987,50.5167
988,85.5448
989,57.3611
990,49.9959
991,73.6143
992,41.2353
993,83.7272
994,61.8954
995,72.2515
996,56.8802
997,37.3794
998,41.5929
999,48.2357
1000,36.0881
1001,41.8724
1002,56.3711
1003,15.1284
1004,3.30365
1005,62.4727
1006,35.5496
1007,78.159
1008,4.08327
1009,85.9705
1010,46.7742
1011,74.0447
1012,33.2095
1013,58.5951
1014,41.0205
1015,56.0434
1016,61.2565
1017,34.0051
1018,16.0455
1019,50.583
1020,61.161
1021,35.4636
1022,43.2891
1023,43.2604
1024,15.52
1025,69.4561
1026,85.5338
1027,39.1477
1028,78.0223
1029,18.7143
1030,50.2576
1031,49.0176
1032,60.3778
1033,43.6756
1034,51.476
1035,31.9933
1036,45.7186
1037,57.151
1038,25.0577
1039,57.5839
1040,32.924
1041,44.3139
1042,46.6556
1043,48.5018
1044,0.934593
1045,44.4004
1046,35.0217
1047,55.6885
1048,69.4597
1049,38.89
1050,15.0892
1051,57.0266
1052,88.8363
1053,34.2306
1054,86.4025
1055,44.2816
1056,37.7475
1057,38.148
1058,62.0567
1059,31.107
1060,40.4645
1061,30.1071
1062,37.7835
1063,29.5822
1064,18.4595
1065,42.2093
1066,28.6546
1067,77.4615
1068,43.0424
1069,18.063
1070,84.3226
1071,54.3776
1072,72.9347
1073,39.9509
1074,39.1998
1075,39.5813
1076,43.1547
1077,52.2946
1078,40.6266
1079,32.2445
1080,70.2716
1081,55.2727
1082,75.0844
1083,31.5037
1084,50.2357
1085,42.5157
1086,24.2253
1087,76.7734
1088,71.4974
1089,37.8696
1090,49.3333
1091,53.1013
1092,51.2255
1093,79.039
1094,56.1989
1095,44.7425
1096,58.6468
1097,17.325
1098,31.2323
1099,28.0423
1100,62.0546
1101,72.7084
1102,40.4407
1103,70.4496
1104,78.74
1105,-12.5744
1106,62.1606
1107,58.8959
1108,40.1227
1109,47.8247
1110,21.7773
1111,50.4259
1112,30.9372
1113,52.6277
1114,17.6791
1115,33.0019
1116,44.2604
1117,32.7121
1118,44.1097
1119,46.3856
1120,57.7251
1121,30.0476
1122,31.1879
1123,32.3609
1124,39.0697
1125,44.3386
1126,36.771
1127,46.4578
1128,22.259
1129,69.4431
1130,34.9664
1131,23.4883
1132,65.5577
1133,54.0905
1134,21.671
1135,38.375
1136,51.3444
1137,29.8127
1138,21.6029
1139,15.8104
1140,28.3953
1141,32.8971
1142,69.48
1143,42.3143
1144,72.1034
1145,34.9608
1146,46.8098
1147,50.9284
1148,61.9113
1149,29.1953
1150,82.7556
1151,58.9317
1152,50.0834
1153,63.2899
1154,55.8999
1155,34.832
1156,24.7167
1157,31.8492
1158,70.6779
1159,37.375
1160,29.1597
1161,13.4517
1162,38.0434
1163,81.8808
1164,15.2067
1165,32.4642
1166,39.6911
1167,69.2469
1168,29.396
1169,52.0399
1170,58.7428
1171,44.7383
1172,39.2508
1173,49.9573
1174,77.3176
1175,54.3109
1176,60.9027
1177,38.8192
1178,51.3038
1179,51.8405
1180,75.5727
1181,41.3625
1182,29.8543
1183,56.1191
1184,37.5442
1185,43.6181
1186,87.452
1187,83.3249
1188,75.6288
1189,75.7747
1190,46.4199
1191,61.1669
1192,49.824
1193,25.2036
1194,6.42927
1195,63.6403
1196,84.1128
1197,79.3745
1198,38.5261
1199,55.3273
1200,86.9415
1201,9.10507
1202,60.8908
1203,14.3644
1204,29.5522
1205,34.8911
1206,87.1085
1207,38.9733
1208,17.3879
1209,-0.4848
1210,41.0172
1211,40.6938
1212,57.7212
1213,50.9127
1214,52.8464
1215,15.7137
1216,54.4377
1217,51.7687
1218,66.4354
1219,84.9571
1220,13.2833
1221,46.8521
1222,19.817
1223,35.932
1224,83.9223
1225,35.6165
1226,26.4489
1227,34.9884
1228,88.2909
1229,39.171
1230,68.8434
1231,34.6334
1232,17.7428
1233,32.3958
1234,84.8603
1235,61.4995
1236,26.6111
1237,5.32509
1238,37.2645
1239,56.0817
1240,27.0751
1241,38.8283
1242,47.4311
1243,33.9769
1244,77.517
1245,12.2567
1246,11.3604
1247,12.7404
1248,52.7444
1249,11.6532
1250,66.3488
1251,60.4334
1252,61.2736
1253,23.5049
1254,36.2649
1255,50.7552
1256,72.2082
1257,42.8213
1258,34.2459
1259,42.3739
1260,36.2855
1261,58.5239
1262,37.3875
1263,73.6251
1264,32.0024
1265,39.0296
1266,55.0727
1267,49.3344
1268,61.6975
1269,40.9296
1270,38.4069
1271,44.997
1272,63.1063
1273,33.4503
1274,30.145
1275,42.7988
1276,46.3147
1277,55.2791
1278,51.9052
1279,13.0764
1280,48.473
1281,27.1886
1282,74.2708
1283,60.6215
1284,37.3703
1285,83.3701
1286,32.5222
1287,48.7473
1288,63.5861
1289,53.6193
1290,32.9206
1291,79.2539
1292,42.0999
1293,12.0083
1294,72.9053
1295,39.4907
1296,62.8721
1297,21.4612
1298,36.7978
1299,54.4212
1300,57.1551
1301,54.3604
1302,29.3102
1303,50.1719
1304,33.3737
1305,78.1999
1306,40.8433
1307,85.7147
1308,29.7941
1309,38.4322
1310,45.6576
1311,47.6629
1312,20.365
1313,12.4009
1314,46.7081
1315,41.9682
1316,46.1841
1317,26.1413
1318,34.6874
1319,54.2409
1320,46.0427
1321,51.6878
1322,37.6577
1323,33.318
1324,66.6531
1325,79.7976
1326,85.0837
1327,44.2724
1328,94.1956
1329,18.8174
1330,12.4999
1331,64.3175
1332,66.9104
1333,83.8594
1334,44.8677
1335,10.1583
1336,52.1582
1337,48.714
1338,22.0244
1339,37.7328
1340,40.9622
1341,25.7892
1342,61.5082
1343,61.3976
1344,40.0841
1345,62.3642
1346,31.5034
1347,14.3343
1348,39.1885
1349,73.2164
1350,34.0618
1351,22.3815
1352,-0.396144
1353,71.5754
1354,43.7017
1355,41.6633
1356,30.7677
1357,53.1903
1358,39.7782
1359,59.9757
1360,81.1098
1361,42.8295
1362,42.6164
1363,40.1811
1364,42.9054
1365,10.5819
1366,54.6204
1367,52.9124
1368,17.0936
1369,31.4869
1370,30.8864
1371,13.7973
1372,56.3969
1373,39.1172
1374,53.7534
1375,40.9275
1376,65.8966
1377,71.3377
1378,51.7
1379,47.7509
1380,42.1982
1381,54.281
1382,64.6266
1383,78.2058
1384,36.8484
1385,84.7997
1386,44.659
1387,74.6417
1388,54.6837
1389,40.9987
1390,39.7426
1391,54.3367
1392,66.7985
1393,33.5969
1394,41.7888
1395,53.695
1396,43.1953
1397,33.019
1398,40.9941
1399,40.2322
1400,28.4236
1401,46.0172
1402,52.4128
1403,22.1347
1404,60.9113
1405,32.881
1406,44.3012
1407,54.2345
1408,7.81356
1409,43.5352
1410,59.5787
1411,46.1226
1412,13.6728
1413,29.8098
1414,58.4687
1415,82.5657
1416,38.3577
1417,25.1553
1418,18.3158
1419,38.5021
1420,44.838
1421,44.381
1422,46.0338
1423,61.7793
1424,56.1058
1425,69.8456
1426,7.01489
1427,46.8648
1428,57.8517
1429,23.1771
1430,47.1201
1431,29.4022
1432,72.0602
1433,72.9096
1434,54.3683
1435,46.2439
1436,41.92
1437,11.681
1438,50.3283
1439,62.3904
1440,52.7642
1441,80.3294
1442,44.8666
1443,48.388
1444,39.4837
1445,12.6539
1446,51.9857
1447,43.2739
1448,38.9328
1449,15.8264
1450,19.5364
1451,20.7481
1452,84.1714
1453,27.1716
1454,5.80092
1455,43.8127
1456,47.2077
1457,-1.58898
1458,20.352
1459,47.1888
1460,34.6316
1461,27.2075
1462,35.6263
1463,58.9623
1464,49.112
1465,49.3635
1466,38.6123
1467,42.5999
1468,62.9532
1469,34.0651
1470,59.7449
1471,60.3893
1472,29.4545
1473,64.3066
1474,33.3435
1475,29.0955
1476,58.857
1477,38.0852
1478,61.3443
1479,29.645
1480,82.4035
1481,84.6484
1482,82.2451
1483,46.5146
1484,49.5337
1485,7.98824
1486,34.3061
1487,56.9006
1488,48.3262
1489,7.65354
1490,50.2574
1491,48.9003
1492,0.458485
1493,51.4158
1494,60.478
1495,65.1414
1496,41.1554
1497,55.6469
1498,43.3011
1499,65.1681
1500,64.8157
1501,44.7444
1502,32.1477
1503,24.3113
1504,63.0395
1505,68.1558
1506,37.2049
1507,23.651
1508,28.7662
1509,46.5476
1510,68.6073
1511,42.1528
1512,51.6139
1513,70.7653
1514,33.9462
1515,44.7798
1516,77.4626
1517,14.5473
1518,67.9079
1519,1.67908
1520,81.1257
1521,48.4407
1522,84.4022
1523,76.9404
1524,38.8072
1525,57.2914
1526,42.3544
1527,41.3981
1528,44.8165
1529,49.0242
1530,38.9242
1531,29.9411
1532,80.8853
1533,16.5503
1534,47.9015
1535,52.3153
1536,40.9334
1537,81.6447
1538,44.6088
1539,19.5668
1540,31.1887
1541,80.4853
1542,66.9011
1543,26.1719
1544,51.6459
1545,51.6344
1546,71.9503
1547,60.187
1548,15.8662
1549,69.6511
1550,60.923
1551,48.6792
1552,36.1229
1553,79.066
1554,53.6619
1555,5.88125
1556,11.7742
1557,20.5274
1558,59.9675
1559,39.553
1560,42.746
1561,53.1172
1562,91.2946
1563,48.3874
1564,15.5674
1565,15.8043
1566,16.3868
1567,64.4026
1568,63.6652
1569,47.3221
1570,84.447
1571,34.3933
1572,28.1698
1573,39.8605
1574,83.3048
1575,92.6231
1576,76.604
1577,61.0526
1578,74.3348
1579,35.5691
1580,-0.311922
1581,69.4723
1582,58.8902
1583,49.7032
1584,41.1733
1585,49.3331
1586,12.9761
1587,41.6514
1588,76.2684
1589,16.3083
1590,79.5099
1591,14.7158
1592,60.3754
1593,38.3148
1594,44.2424
1595,53.7702
1596,32.8878
1597,31.8364
1598,19.4599
1599,36.9778
1600,48.9322
1601,65.5807
1602,40.8127
1603,56.6244
1604,29.511
1605,20.6856
1606,36.4259
1607,46.8435
1608,39.9904
1609,68.9649
1610,61.9872
1611,84.7239
1612,13.89
1613,13.8806
1614,41.9245
1615,78.7805
1616,45.656
1617,71.439
1618,46.3204
1619,78.3574
1620,65.5749
1621,83.6031
1622,25.4137
1623,33.8638
1624,14.3447
1625,46.5964
1626,44.5618
1627,86.6692
1628,53.7108
1629,67.9479
1630,88.3023
1631,52.3337
1632,53.4713
1633,15.1004
1634,38.9049
1635,6.03959
1636,4.97321
1637,91.723
1638,63.7489
1639,32.2187
1640,68.5325
1641,33.7006
1642,86.8698
1643,50.2615
1644,36.9201
1645,55.4024
1646,80.7259
1647,85.5356
1648,34.2011
1649,37.7329
1650,9.15677
1651,40.2563
1652,7.61251
1653,55.8522
1654,64.6574
1655,60.7679
1656,41.1572
1657,38.4604
1658,46.4028
1659,31.3053
1660,74.6572
1661,35.0718
1662,52.5146
1663,78.9187
1664,11.5823
1665,42.7894
1666,26.4062
1667,7.17204
1668,87.9128
1669,48.9319
1670,58.3758
1671,30.7021
1672,40.4081
1673,27.5941
1674,47.6957
1675,30.9405
1676,78.1982
1677,54.4715
1678,55.4674
1679,52.4052
1680,34.6158
1681,74.5027
1682,15.2291
1683,61.1761
1684,78.6646
1685,24.1475
1686,51.347
1687,87.5188
1688,79.156
1689,30.5805
1690,75.053
1691,36.3547
1692,31.5604
1693,5.81958
1694,82.1726
1695,83.9663
1696,48.9123
1697,19.2934
1698,28.9462
1699,62.868
1700,39.2025
1701,28.4572
1702,31.4351
1703,21.2593
1704,40.6237
1705,34.4947
1706,74.8711
1707,46.8335
1708,36.9438
1709,33.2423
1710,78.4565
1711,28.9558
1712,83.0622
1713,77.4414
1714,31.0195
1715,42.624
1716,20.9613
1717,78.8997
1718,45.4622
1719,56.0446
1720,42.6917
1721,44.1446
1722,43.9427
1723,35.7008
1724,64.6435
1725,43.6115
1726,35.957
1727,49.3968
1728,74.8117
1729,36.2129
1730,55.903
1731,50.1852
1732,58.401
1733,31.5795
1734,73.4198
1735,85.6159
1736,36.0917
1737,49.8081
1738,47.5085
1739,15.3338
1740,45.8959
1741,35.8961
1742,78.8477
1743,19.7265
1744,87.418
1745,18.1034
1746,49.2402
1747,32.2942
1748,57.1363
1749,51.8728
1750,54.1424
1751,58.3221
1752,57.0461
1753,13.6164
1754,75.3586
1755,37.6423
1756,55.7114
1757,21.2318
1758,27.5238
1759,71.0699
1760,5.55206
1761,55.5111
1762,75.7684
1763,50.3405
1764,63.7257
1765,35.6915
1766,53.4578
1767,15.8234
1768,20.6691
1769,53.81
1770,56.4214
1771,88.7888
1772,66.7557
1773,45.114
1774,63.3693
1775,35.1752
1776,72.6752
1777,60.4417
1778,74.8767
1779,45.6484
1780,25.8972
1781,68.3178
1782,29.7211
1783,37.2274
1784,23.5509
1785,8.81793
1786,62.0764
1787,29.3791
1788,42.1508
1789,50.9214
1790,25.3829
1791,55.0912
1792,38.9386
1793,49.2032
1794,24.1186
1795,56.4559
1796,22.1914
1797,63.2826
1798,67.914
1799,26.0662
1800,33.2004
1801,59.3572
1802,78.0115
1803,84.0284
1804,12.8534
1805,49.3453
1806,43.7109
1807,39.4256
1808,76.0114
1809,77.7155
1810,33.1319
1811,35.6205
1812,50.8004
1813,26.8729
1814,61.3532
1815,13.5268
1816,28.7648
1817,25.1866
1818,80.9915
1819,38.839
1820,70.0568
1821,66.9191
1822,7.60516
1823,58.1868
1824,57.8839
1825,37.6416
1826,65.077
1827,47.2633
1828,55.8594
1829,45.6351
1830,32.2312
1831,43.7615
1832,34.7892
1833,66.4312
1834,77.1066
1835,63.0716
1836,76.4407
1837,48.3248
1838,67.7129
1839,10.5452
1840,38.356
1841,45.9253
1842,43.1017
1843,51.576
1844,32.7677
1845,40.8727
1846,18.01
1847,45.8407
1848,35.0535
1849,31.7594
1850,82.6202
1851,66.3371
1852,48.5703
1853,73.0248
1854,42.4761
1855,77.1766
1856,43.4335
1857,62.2253
1858,48.1961
1859,51.5368
1860,44.031
1861,50.0093
1862,67.5882
1863,47.3625
1864,37.5862
1865,60.5884
1866,47.7184
1867,77.432
1868,67.7845
1869,30.1829
1870,48.7307
1871,86.1333
1872,13.2696
1873,50.826
1874,64.6745
1875,40.2366
1876,54.8163
1877,62.906
1878,43.7017
1879,11.8784
1880,51.3645
1881,45.5254
1882,53.2333
1883,26.254
1884,70.7471
1885,76.6679
1886,66.1325
1887,44.1542
1888,75.8439
1889,69.0452
1890,38.142
1891,36.0883
1892,28.6221
